flow,trace_avg_bw,trace_min_rtt,aurora_tput,aurora_lat,aurora_tail_lat,aurora_loss,aurora_reward,aurora_normalized_reward,bbr_tput,bbr_lat,bbr_tail_lat,bbr_loss,bbr_reward,bbr_normalized_reward,copa_tput,copa_lat,copa_tail_lat,copa_loss,copa_reward,copa_normalized_reward,cubic_tput,cubic_lat,cubic_tail_lat,cubic_loss,cubic_reward,cubic_normalized_reward,vivace_tput,vivace_lat,vivace_tail_lat,vivace_loss,vivace_reward,vivace_normalized_reward,vivace_loss_tput,vivace_loss_lat,vivace_loss_tail_lat,vivace_loss_loss,vivace_loss_reward,vivace_loss_normalized_reward,vivace_latency_tput,vivace_latency_lat,vivace_latency_tail_lat,vivace_latency_loss,vivace_latency_reward,vivace_latency_normalized_reward
results/post_nsdi/emu_real_trace/ethernet/queue500/udr/udr1/seed_20/2019-11-24T15-47-Colombia-to-AWS-Brazil-2-5-runs-3-flows/bbr_datalink_run1,43.4936170212766,140.484,34.5436395688579,176.801339446676,251.071132147319,0.052487935331864,28504.5890972712,115.334388494508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results/post_nsdi/emu_real_trace/ethernet/queue500/udr/udr1/seed_20/2019-11-24T15-47-Colombia-to-AWS-Brazil-2-5-runs-3-flows/bbr_datalink_run2,43.4604255319149,139.461,34.1510313576297,180.621062075096,261.44150962765,0.037611471659352,28203.348792631,137.054027007552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results/post_nsdi/emu_real_trace/ethernet/queue500/udr/udr1/seed_20/2019-11-24T15-47-Colombia-to-AWS-Brazil-2-5-runs-3-flows/bbr_datalink_run3,43.8648510638298,139.506,33.3801014227656,179.201112417666,253.035545237066,0.02643559432266,27584.678884575,148.415727657239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results/post_nsdi/emu_real_trace/ethernet/queue500/udr/udr1/seed_20/2019-11-24T15-47-Colombia-to-AWS-Brazil-2-5-runs-3-flows/cubic_datalink_run1,39.9421276595745,137.546,33.7874866775612,171.344456423671,248.303791808192,0.052738124729052,27879.4181920859,146.134813232417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results/post_nsdi/emu_real_trace/ethernet/queue500/udr/udr1/seed_20/2019-11-24T15-47-Colombia-to-AWS-Brazil-2-5-runs-3-flows/cubic_datalink_run2,39.5703829787234,140.494,32.6403205679259,171.846213922361,248.963711056714,0.043508227967713,26941.4044700804,153.571050906001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results/post_nsdi/emu_real_trace/ethernet/queue500/udr/udr1/seed_20/2019-11-24T15-47-Colombia-to-AWS-Brazil-2-5-runs-3-flows/cubic_datalink_run3,39.5581276595745,141.552,33.4126582724074,173.892593108098,249.98582498453,0.06403459416818,27541.9201122284,120.36177441171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results/post_nsdi/emu_real_trace/ethernet/queue500/udr/udr1/seed_20/2019-11-24T15-47-Colombia-to-AWS-Brazil-2-5-runs-3-flows/indigo_datalink_run1,45.6331914893617,139.493,40.1582946707078,167.645652779575,211.468766022867,0.029176742104419,33239.2464219348,214.012763998939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results/post_nsdi/emu_real_trace/ethernet/queue500/udr/udr1/seed_20/2019-11-24T15-47-Colombia-to-AWS-Brazil-2-5-runs-3-flows/indigo_datalink_run2,45.5754893617021,146.695,40.3177638765464,175.113849187382,217.700796409996,0.028877316498415,33365.2680816045,209.450014459581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results/post_nsdi/emu_real_trace/ethernet/queue500/udr/udr1/seed_20/2019-11-24T15-47-Colombia-to-AWS-Brazil-2-5-runs-3-flows/indigo_datalink_run3,45.4493617021277,141.565,38.0411536339348,171.398180325086,213.389466109286,0.040436497227276,31448.6901868327,166.229242049691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results/post_nsdi/emu_real_trace/ethernet/queue500/udr/udr1/seed_20/2019-11-24T15-47-Colombia-to-AWS-Brazil-2-5-runs-3-flows/ledbat_datalink_run1,19.7632340425532,140.493,18.6158929116017,190.677370351592,218.882041463815,0.140256821062197,15042.0530805255,-0.218172921514054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
